crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
rice,6.81,Benue,clay,1234.1,28.7,0,22999.5
yam,0.58,Kaduna,silty,1947.8,21.0,0,3245.9
maize,8.37,Plateau,silty,1262.2,28.7,1,27016.3
maize,5.3,Benue,silty,1626.0,20.6,1,11396.6
tomato,8.9,Kaduna,clay,1074.6,19.9,0,75526.2
maize,2.02,Rivers,clay,1422.2,24.2,0,4011.2
pepper,5.64,Plateau,loamy,1897.9,31.7,1,36752.7
tomato,3.87,Kaduna,clay,1242.3,22.4,1,48351.9
cowpea,7.62,Bauchi,silty,974.1,26.9,1,10870.8
maize,5.64,Kano,silty,852.7,28.6,1,16048.2
tomato,0.71,Benue,loamy,1103.5,26.9,1,17127.1
cowpea,1.86,Kano,loamy,1010.9,23.1,1,2458.3
yam,7.88,Plateau,loamy,620.6,28.3,1,87290.8
yam,6.47,Bauchi,sandy,1312.3,32.3,1,54729.3
cassava,1.71,Plateau,loamy,1335.3,30.1,1,32749.8
maize,8.88,Oyo,clay,1126.2,24.9,1,22853.9
pepper,5.05,Benue,loamy,1223.2,29.0,1,55307.0
maize,1.2,Kano,loamy,1082.1,31.0,1,2745.1
cassava,1.17,Plateau,silty,1447.9,31.6,1,14969.7
rice,7.37,Kano,clay,1460.6,23.6,1,24887.0
maize,6.02,Lagos,sandy,1805.2,30.6,1,13576.5
tomato,7.71,Oyo,loamy,1467.5,24.2,1,118185.5
pepper,7.62,Lagos,silty,1723.0,28.6,1,69474.4
rice,8.6,Rivers,sandy,882.7,30.2,1,21875.1
cassava,2.26,Rivers,clay,1802.2,29.8,1,24198.5
tomato,7.11,Kaduna,clay,1404.3,30.1,1,113740.8
cowpea,6.55,Oyo,sandy,760.6,27.5,1,5574.2
yam,7.1,Rivers,clay,589.6,28.9,1,60491.5
cowpea,9.84,Bauchi,silty,1450.3,29.2,0,11250.5
maize,4.91,Plateau,sandy,1574.2,26.4,1,12164.2
pepper,4.58,Plateau,clay,1342.4,32.2,1,33530.7
yam,8.34,Kano,silty,1387.7,22.4,0,75363.2
yam,8.65,Rivers,clay,875.5,23.9,0,59708.1
cassava,8.57,Plateau,clay,787.3,30.3,0,67692.7
cassava,6.43,Rivers,loamy,1201.9,31.9,1,102809.5
cowpea,7.46,Kano,sandy,1293.5,23.8,1,7893.5
tomato,3.75,Rivers,clay,1583.3,28.9,1,58227.0
cassava,9.52,Rivers,sandy,1575.3,25.9,0,82383.8
cowpea,7.06,Benue,loamy,1461.0,23.1,0,8182.1
cowpea,6.19,Benue,silty,1040.9,32.5,1,6734.8
rice,7.01,Lagos,clay,1336.9,26.5,1,24065.5
rice,9.63,Oyo,silty,200.0,26.1,0,16513.1
rice,1.25,Oyo,silty,1415.5,27.6,1,4795.8
yam,4.52,Plateau,loamy,1572.6,27.8,1,48586.2
yam,9.77,Bauchi,silty,1449.1,30.6,1,95938.3
maize,9.97,Kaduna,loamy,1301.3,29.5,1,35351.5
pepper,1.72,Kaduna,clay,1152.0,21.0,1,10438.5
tomato,9.41,Oyo,sandy,933.5,26.5,0,100877.2
pepper,9.45,Bauchi,silty,580.6,30.7,1,46196.1
maize,9.69,Bauchi,silty,1549.8,25.1,0,18585.3
rice,8.35,Kaduna,loamy,895.5,22.9,1,27117.5
tomato,8.19,Benue,sandy,1552.5,25.9,0,87472.9
cowpea,7.21,Plateau,silty,860.6,26.8,1,8352.5
pepper,3.46,Kaduna,silty,1246.6,26.7,1,35699.1
cowpea,1.04,Bauchi,sandy,1275.7,32.2,1,1006.0
cassava,9.92,Lagos,clay,1269.6,23.9,1,91611.0
maize,5.18,Kaduna,sandy,1994.9,25.7,1,10105.9
tomato,1.67,Benue,silty,1373.6,19.1,1,25073.1
rice,5.15,Benue,sandy,1229.7,27.9,1,15534.9
cassava,1.84,Plateau,silty,964.5,24.5,0,19299.7
pepper,6.24,Plateau,silty,1027.8,20.9,1,49338.1
cassava,9.42,Bauchi,clay,1695.3,24.4,1,123360.3
cowpea,3.0,Rivers,loamy,2106.9,27.9,1,3401.8
yam,2.7,Kaduna,loamy,647.2,27.7,0,23228.9
cassava,2.76,Oyo,loamy,1429.9,20.3,1,25483.8
cowpea,5.13,Kano,clay,989.5,31.2,1,5121.8
cassava,6.34,Lagos,silty,756.0,28.5,0,83909.7
rice,3.15,Lagos,silty,1459.7,29.3,0,9217.1
yam,1.56,Lagos,silty,381.2,24.6,1,11417.3
tomato,4.22,Oyo,clay,1330.0,25.7,0,58966.6
cowpea,9.31,Plateau,sandy,1939.4,30.4,1,6819.8
maize,3.19,Oyo,clay,801.4,23.3,0,5360.2
cassava,6.31,Oyo,silty,1039.5,29.6,1,77834.1
cassava,5.31,Plateau,sandy,1099.2,28.9,1,61549.3
rice,6.42,Plateau,clay,1979.1,23.7,0,11445.9
cassava,8.57,Kano,sandy,1207.7,27.7,1,103623.9
pepper,1.09,Lagos,clay,1480.5,28.0,0,6390.8
pepper,4.76,Benue,sandy,674.6,29.6,0,20877.6
cassava,1.03,Benue,clay,1061.3,28.9,1,11137.3
tomato,8.63,Kano,silty,877.8,30.0,0,100333.2
tomato,2.25,Kano,loamy,821.2,30.7,0,26687.2
pepper,5.12,Kaduna,sandy,1327.8,27.4,0,35767.8
maize,4.21,Plateau,loamy,1748.8,27.1,0,9402.5
cassava,5.88,Benue,silty,1113.3,29.6,0,61983.0
yam,1.22,Rivers,silty,1237.3,27.5,0,11445.5
cassava,6.15,Lagos,silty,1228.8,26.4,1,77385.4
yam,2.84,Kaduna,sandy,1432.9,24.9,0,22046.5
cowpea,1.0,Kaduna,loamy,591.8,26.3,1,1295.3
pepper,9.03,Benue,loamy,581.1,25.5,0,59600.3
pepper,2.49,Lagos,sandy,592.3,18.5,1,9722.1
yam,5.98,Rivers,clay,679.5,24.9,0,43765.4
rice,1.63,Plateau,sandy,1334.4,32.9,0,2689.0
pepper,6.71,Kano,sandy,936.7,28.6,1,45708.0
cowpea,4.47,Benue,clay,1444.1,27.5,1,5633.1
rice,6.97,Kano,silty,947.9,26.7,1,26998.6
cowpea,2.93,Lagos,clay,772.3,21.6,1,2500.8
cowpea,3.24,Bauchi,clay,1281.8,25.7,1,4088.7
tomato,5.79,Plateau,silty,1902.0,27.1,1,86892.0
rice,9.21,Kano,loamy,1097.6,23.2,1,43181.2
tomato,0.91,Rivers,loamy,733.5,20.7,1,11940.9
pepper,2.89,Kano,clay,1051.2,34.1,0,10618.9
rice,2.54,Bauchi,clay,1700.4,27.7,1,7516.2
maize,7.42,Rivers,silty,1677.3,30.1,1,18714.4
rice,4.13,Benue,clay,1794.1,26.3,1,12820.8
tomato,1.64,Lagos,loamy,654.3,28.3,0,18075.4
cowpea,5.22,Benue,sandy,1018.3,28.0,1,6603.2
tomato,1.3,Kano,sandy,1091.9,30.1,0,15853.1
cassava,2.73,Rivers,loamy,1152.3,27.8,0,31632.7
maize,4.49,Plateau,clay,814.5,27.3,1,10310.1
yam,7.45,Bauchi,sandy,923.5,30.1,0,43546.2
rice,9.75,Kano,sandy,1765.0,29.9,0,18280.3
cowpea,1.75,Benue,sandy,735.2,26.1,0,1211.8
yam,1.35,Kaduna,silty,856.7,27.4,0,11161.6
cowpea,2.51,Kano,clay,1195.6,25.0,1,2884.7
pepper,5.75,Rivers,sandy,547.5,25.0,1,29234.2
yam,1.92,Plateau,clay,738.3,21.7,1,16529.3
yam,2.84,Plateau,loamy,856.2,23.1,0,20357.0
maize,2.68,Oyo,sandy,1504.5,23.6,1,6065.0
tomato,0.93,Benue,sandy,1408.9,24.5,0,10063.7
rice,1.27,Kano,loamy,1557.2,32.5,1,4249.0
tomato,4.63,Kano,sandy,469.6,31.6,1,45997.3
pepper,0.72,Benue,clay,936.7,25.8,0,4809.7
rice,0.88,Lagos,clay,2171.7,29.0,0,1576.4
rice,1.48,Kano,clay,1018.8,29.7,1,5809.7
tomato,5.97,Plateau,silty,1809.3,29.8,0,59852.6
rice,9.46,Lagos,loamy,1695.5,30.9,0,23333.6
maize,8.57,Oyo,clay,1443.6,24.5,1,23764.5
tomato,4.41,Lagos,silty,1231.6,26.1,1,82564.3
tomato,4.55,Kaduna,silty,1691.5,25.4,1,63030.0
pepper,4.28,Benue,silty,733.0,28.0,0,29338.8
yam,6.21,Plateau,sandy,357.3,26.5,0,35825.0
rice,9.92,Plateau,sandy,563.1,29.6,1,27097.8
cowpea,0.51,Oyo,silty,1935.5,29.0,1,475.3
pepper,4.7,Plateau,sandy,1453.0,27.9,1,35089.6
yam,1.48,Kaduna,clay,200.0,29.6,0,7833.6
maize,0.63,Oyo,loamy,739.1,27.5,0,1600.4
cowpea,4.11,Rivers,loamy,1290.6,22.8,0,4366.0
rice,1.81,Bauchi,clay,881.7,26.4,0,4963.2
cowpea,3.61,Benue,loamy,1590.9,32.0,1,3895.7
yam,7.1,Lagos,clay,1537.1,30.6,0,43043.6
cowpea,8.79,Plateau,clay,1388.5,29.2,0,9875.1
rice,7.79,Kaduna,silty,1777.9,26.9,0,23122.8
tomato,1.53,Kano,clay,598.7,30.4,0,17161.6
cassava,8.41,Oyo,silty,899.7,26.9,0,94204.0
tomato,5.23,Bauchi,sandy,1128.2,24.5,1,63660.1
maize,9.78,Bauchi,clay,920.3,30.5,1,25420.8
maize,9.76,Rivers,sandy,1288.3,28.9,1,24027.6
tomato,4.42,Plateau,loamy,992.2,26.0,1,81336.7
pepper,4.93,Lagos,silty,1335.3,24.1,0,35353.0
rice,4.31,Benue,sandy,1114.7,29.9,1,12451.6
rice,4.27,Bauchi,clay,1981.3,31.7,0,7680.3
maize,1.94,Kano,loamy,1780.4,32.4,1,3947.4
yam,6.92,Kaduna,loamy,1055.4,31.5,0,65642.1
cowpea,6.15,Lagos,loamy,461.6,29.8,1,5923.3
cassava,6.13,Lagos,sandy,1231.3,30.2,1,68776.7
yam,1.27,Bauchi,sandy,1402.2,31.5,1,10343.6
rice,9.2,Kaduna,sandy,867.5,24.1,1,24050.7
cowpea,8.81,Benue,sandy,1423.8,24.6,0,7888.3
cowpea,9.96,Plateau,loamy,200.0,28.6,0,8417.9
pepper,1.32,Benue,loamy,930.0,25.8,1,11007.9
pepper,1.71,Benue,clay,1811.7,31.9,1,9862.1
rice,0.96,Kano,clay,1330.3,30.6,1,3389.2
rice,9.39,Kano,loamy,1753.8,26.1,0,28992.7
cowpea,5.64,Kaduna,silty,1429.5,23.2,1,7971.1
cassava,2.65,Benue,sandy,1421.7,26.7,0,22869.4
cassava,7.55,Rivers,clay,534.0,31.3,1,58299.8
cowpea,5.3,Rivers,clay,951.3,27.4,1,6063.1
maize,5.8,Rivers,loamy,2041.5,28.8,0,10094.5
rice,9.85,Kaduna,sandy,1112.5,29.4,0,27828.0
cowpea,9.9,Benue,loamy,1591.1,20.7,0,7842.2
cowpea,4.43,Bauchi,silty,1908.1,25.9,1,4943.2
cassava,9.69,Plateau,silty,685.7,26.9,0,82279.7
tomato,5.7,Kano,clay,1402.9,24.3,1,73869.8
cassava,3.59,Kano,sandy,2122.8,26.5,1,28699.3
cassava,3.67,Benue,silty,1215.8,32.1,1,37450.3
cassava,1.15,Plateau,loamy,979.8,33.2,1,14820.6
pepper,1.78,Bauchi,clay,1988.1,24.0,0,8151.9
cowpea,5.93,Kano,silty,1102.2,24.0,1,8563.7
cassava,4.47,Plateau,loamy,833.1,31.5,0,49977.1
maize,2.39,Oyo,loamy,985.3,29.1,1,7067.5
cassava,7.1,Rivers,loamy,1157.1,29.0,1,117473.6
yam,4.69,Kaduna,loamy,828.7,28.7,0,45291.5
yam,7.48,Rivers,clay,1130.7,28.9,0,63295.7
cassava,1.08,Oyo,sandy,844.3,31.1,0,8293.8
maize,0.71,Kaduna,sandy,679.5,29.8,1,1316.4
cassava,8.18,Lagos,silty,787.7,24.4,0,72385.4
cowpea,4.15,Lagos,loamy,1038.7,31.8,0,4948.2
maize,1.27,Benue,clay,1228.5,23.1,0,2342.4
maize,6.25,Kaduna,clay,574.8,25.8,0,11124.5
maize,0.69,Oyo,loamy,1157.1,30.0,1,2365.6
yam,0.68,Rivers,sandy,1658.6,25.8,1,5572.3
cowpea,2.7,Lagos,sandy,870.4,24.8,0,2130.3
rice,3.89,Kaduna,silty,1660.2,27.0,1,14073.8
rice,2.49,Bauchi,silty,1423.9,27.6,0,8885.6
maize,1.94,Kaduna,silty,1493.9,26.8,1,5975.3
cowpea,5.29,Kano,clay,1959.1,24.2,1,4554.9
cassava,5.47,Plateau,silty,632.8,28.4,1,63981.6
rice,9.02,Benue,sandy,596.7,23.5,0,15359.4
tomato,3.51,Kaduna,clay,1186.0,25.9,1,62418.3
cassava,7.96,Kaduna,loamy,1028.2,29.6,0,79469.6
cowpea,1.64,Kano,silty,1487.3,28.1,0,1843.8
tomato,1.3,Plateau,silty,1043.0,29.1,1,19868.1
pepper,2.9,Oyo,clay,1271.2,26.4,1,31477.1
rice,2.35,Oyo,clay,1638.7,31.3,1,5641.9
maize,4.88,Rivers,silty,1481.8,28.6,0,11791.6
rice,4.95,Bauchi,loamy,887.6,25.7,1,18008.1
cowpea,9.63,Benue,sandy,719.0,22.8,0,6947.2
cowpea,8.7,Kano,silty,1224.1,28.0,1,12902.8
tomato,4.01,Kaduna,sandy,1252.4,27.8,1,48624.4
yam,0.82,Bauchi,loamy,931.6,26.6,1,7470.6
maize,6.16,Rivers,silty,641.2,31.2,0,9788.6
tomato,6.66,Lagos,clay,537.9,26.1,1,65277.7
pepper,3.46,Lagos,loamy,1258.0,30.3,1,27730.9
tomato,2.59,Lagos,clay,914.1,28.6,0,30350.7
maize,2.7,Lagos,silty,1084.6,23.8,0,5313.0
cassava,6.4,Kaduna,sandy,1157.4,25.6,1,69042.3
cowpea,8.24,Lagos,clay,412.4,29.1,0,6363.1
tomato,4.88,Oyo,clay,1328.8,27.0,1,86275.2
pepper,4.29,Kano,clay,549.8,27.8,1,23526.2
cowpea,4.33,Oyo,silty,989.8,30.1,1,4933.8
cowpea,2.26,Plateau,clay,896.1,24.3,1,1972.1
pepper,5.18,Lagos,sandy,1139.9,26.0,0,29350.0
pepper,9.2,Oyo,silty,1003.0,24.1,0,54198.1
tomato,2.31,Kaduna,loamy,878.1,27.3,1,44346.4
rice,4.68,Plateau,silty,1035.0,26.0,1,18409.3
cassava,0.64,Oyo,clay,1221.4,27.7,1,8466.5
cassava,7.16,Kano,loamy,1832.0,30.8,1,78740.4
maize,6.63,Plateau,clay,857.4,27.3,1,15567.3
tomato,2.49,Benue,silty,1162.2,29.4,0,35749.4
yam,1.84,Benue,sandy,1725.9,25.3,0,10413.6
tomato,4.78,Lagos,clay,1395.0,29.2,1,77114.1
cassava,1.16,Lagos,loamy,1614.4,22.7,1,14574.5
rice,5.74,Kaduna,loamy,766.3,28.4,1,21827.3
cassava,6.61,Bauchi,silty,805.9,31.2,1,70162.7
tomato,4.99,Benue,silty,626.7,19.3,0,42923.1
rice,0.74,Benue,sandy,1053.8,26.5,1,2335.0
yam,5.68,Plateau,silty,646.6,22.4,1,47314.6
maize,2.83,Bauchi,loamy,888.4,26.1,1,9769.0
yam,5.69,Benue,loamy,1450.6,31.6,0,60966.9
rice,9.21,Kano,loamy,1730.4,25.0,0,30168.5
maize,3.48,Oyo,clay,1297.2,28.2,0,7480.0
tomato,4.53,Kano,sandy,1174.4,28.6,1,70109.1
maize,3.34,Kaduna,loamy,1098.8,30.4,1,8831.3
tomato,3.95,Kaduna,silty,1263.9,28.7,1,75169.0
pepper,4.74,Lagos,sandy,1351.9,26.5,1,35537.4
cowpea,3.89,Bauchi,silty,1434.4,24.8,1,4836.8
tomato,0.76,Kaduna,clay,827.7,27.2,1,10081.1
tomato,4.56,Plateau,loamy,1223.9,29.8,1,83407.9
tomato,5.35,Bauchi,silty,555.4,22.9,1,56080.0
rice,7.51,Kaduna,clay,1195.0,29.2,1,27140.2
cassava,3.75,Rivers,sandy,1637.7,26.0,1,35785.7
pepper,3.6,Bauchi,clay,2044.9,31.2,0,17660.1
cowpea,4.59,Kano,loamy,761.3,27.9,1,7269.4
yam,3.22,Kano,loamy,1472.5,28.5,1,40169.1
cowpea,9.55,Plateau,sandy,1296.3,27.1,0,10254.5
maize,8.31,Lagos,loamy,1432.0,28.6,1,28595.3
maize,9.71,Rivers,clay,1604.7,27.2,1,24843.2
yam,6.83,Benue,loamy,1100.3,34.5,1,66180.8
tomato,8.22,Bauchi,silty,367.2,25.3,1,110551.1
pepper,7.62,Plateau,loamy,1101.7,29.6,0,63609.9
yam,5.01,Kaduna,sandy,1404.5,31.9,1,41601.1
tomato,6.89,Rivers,silty,972.8,24.5,1,124808.0
rice,1.51,Bauchi,silty,1147.9,24.9,1,5722.7
rice,4.09,Kano,sandy,1779.3,26.5,1,9511.7
cowpea,0.93,Bauchi,loamy,711.8,25.6,1,1271.1
tomato,6.36,Oyo,sandy,1716.1,23.1,1,75810.1
yam,1.45,Kaduna,loamy,1308.7,27.8,1,21705.0
rice,8.56,Kano,loamy,832.9,25.1,0,24003.9
tomato,9.17,Rivers,sandy,1120.5,22.2,0,92259.9
tomato,5.4,Kano,sandy,1344.5,27.7,1,89595.4
rice,1.26,Rivers,clay,1241.2,27.4,0,4399.5
pepper,7.78,Bauchi,clay,1331.6,29.5,1,58228.9
tomato,8.53,Bauchi,clay,1327.4,24.1,0,121604.0
cowpea,2.25,Rivers,sandy,585.0,26.6,1,2052.7
yam,1.91,Oyo,clay,1101.6,25.8,0,15752.1
yam,9.87,Bauchi,silty,965.3,30.0,0,68591.9
maize,1.32,Kaduna,loamy,840.3,26.4,1,4165.5
yam,9.78,Kano,loamy,948.8,18.3,1,79337.9
yam,3.66,Bauchi,loamy,842.9,28.8,1,38462.7
yam,4.29,Plateau,clay,797.7,21.9,0,30416.7
yam,2.22,Oyo,sandy,1731.4,25.0,1,15604.3
rice,5.15,Benue,loamy,877.0,24.0,1,17928.2
maize,2.1,Kano,loamy,811.9,25.2,1,5696.9
tomato,6.9,Kano,loamy,1641.8,25.2,0,99070.1
cowpea,0.57,Bauchi,silty,550.6,26.2,1,632.1
cassava,5.39,Benue,silty,331.7,25.5,1,48216.9
pepper,4.17,Kaduna,clay,1892.8,25.5,1,28337.1
cowpea,4.56,Kaduna,clay,1074.5,28.3,0,4190.6
maize,4.96,Rivers,clay,544.1,24.1,0,7021.9
rice,7.3,Oyo,loamy,1121.5,25.0,1,31995.5
maize,2.2,Rivers,sandy,1118.2,32.4,1,4191.2
cassava,5.45,Lagos,silty,1244.5,28.1,1,87410.4
cassava,0.76,Kaduna,sandy,1146.9,26.5,1,9957.2
tomato,2.88,Benue,sandy,1225.1,27.3,1,49265.0
yam,1.86,Kano,clay,1247.1,24.0,1,17531.7
maize,6.08,Kano,loamy,781.5,20.6,1,12472.6
rice,3.51,Rivers,sandy,1127.2,26.5,1,12686.5
cowpea,8.04,Rivers,sandy,1271.5,28.3,1,10202.6
maize,0.63,Benue,sandy,1258.8,32.6,1,1231.7
cowpea,8.74,Plateau,clay,1379.0,26.1,0,9039.7
pepper,3.31,Kano,loamy,1141.0,24.5,1,34030.1
cassava,2.12,Lagos,loamy,859.5,21.3,1,27284.2
pepper,8.07,Rivers,silty,1168.7,24.3,1,77455.4
tomato,2.98,Oyo,silty,1265.7,33.6,1,43217.5
tomato,6.72,Lagos,loamy,1388.6,26.1,1,111036.6
tomato,4.03,Kano,silty,295.5,24.3,1,47074.1
rice,3.57,Kaduna,silty,1083.3,26.0,0,11343.2
rice,2.69,Benue,silty,1090.9,27.7,1,11342.5
tomato,4.72,Plateau,silty,1838.0,30.5,1,67066.9
cowpea,5.21,Kano,sandy,1332.1,27.0,0,5965.4
pepper,8.52,Kano,silty,841.0,25.7,1,68513.4
cassava,1.15,Rivers,silty,913.7,24.6,1,14533.6
rice,2.53,Rivers,silty,1005.0,24.1,1,9919.0
pepper,9.78,Oyo,clay,948.0,29.2,0,52821.0
rice,4.61,Rivers,silty,842.9,23.7,0,12924.1
maize,7.16,Lagos,loamy,511.5,24.3,1,14939.0
cowpea,8.69,Kaduna,sandy,1614.5,27.5,1,8419.3
tomato,1.99,Bauchi,sandy,535.6,28.5,1,23126.2
cowpea,2.15,Kano,sandy,478.4,25.6,0,1681.3
yam,5.17,Kano,sandy,1207.0,23.0,0,35375.3
cowpea,3.33,Rivers,clay,530.8,25.5,1,2902.6
pepper,8.18,Plateau,silty,1323.0,24.5,1,88994.3
pepper,8.16,Rivers,clay,1592.9,27.0,0,59482.6
cowpea,1.77,Bauchi,silty,999.8,28.3,0,1451.4
cassava,9.15,Kaduna,loamy,2016.8,28.1,1,98519.3
pepper,1.57,Oyo,sandy,957.0,25.8,0,9489.1
tomato,9.71,Bauchi,sandy,1140.2,35.3,1,101486.3
pepper,6.57,Oyo,clay,1328.4,26.5,0,52518.1
yam,4.38,Plateau,sandy,1577.1,29.3,1,38045.4
cassava,6.68,Benue,loamy,1149.9,29.5,0,88258.9
rice,6.13,Kano,loamy,1017.4,26.7,1,30785.9
cowpea,6.59,Kaduna,silty,901.2,27.1,1,8583.3
pepper,8.26,Rivers,loamy,312.7,23.8,0,45987.1
yam,1.69,Oyo,silty,1241.0,25.6,1,20600.6
cowpea,5.19,Kano,sandy,1586.9,27.0,1,6715.4
pepper,8.47,Oyo,silty,1324.3,22.3,0,59148.8
rice,5.38,Plateau,clay,1472.1,28.4,1,23549.5
pepper,7.69,Rivers,sandy,1002.0,25.5,0,44827.6
yam,0.67,Kaduna,silty,949.6,30.8,0,5400.4
maize,3.2,Oyo,silty,1175.1,28.5,0,8045.5
yam,6.91,Benue,sandy,1516.5,24.4,0,45404.1
maize,7.71,Oyo,loamy,1209.9,24.5,0,21556.8
tomato,6.37,Kano,sandy,541.6,29.5,0,55076.2
yam,5.22,Bauchi,silty,1009.7,26.8,1,65307.8
cowpea,2.17,Plateau,silty,946.6,29.6,0,2150.0
cowpea,9.25,Bauchi,silty,930.7,25.1,1,12273.0
cowpea,6.99,Oyo,loamy,1087.1,24.6,1,11287.3
cassava,2.07,Oyo,sandy,533.9,26.1,1,19042.0
rice,5.68,Rivers,silty,693.7,27.3,1,17282.1
cassava,3.39,Plateau,silty,1743.4,25.9,0,33917.2
rice,8.48,Kaduna,silty,840.9,26.5,0,24927.3
maize,3.98,Kano,loamy,1095.7,23.3,1,11173.9
maize,2.05,Kaduna,silty,764.9,29.2,0,3703.2
cassava,8.64,Kano,silty,955.3,18.2,0,63069.8
tomato,9.39,Kano,clay,889.3,27.4,1,139221.5
maize,5.0,Kano,loamy,1020.8,24.0,0,12234.0
rice,6.45,Lagos,loamy,1617.8,25.4,1,27603.8
cassava,8.75,Kano,silty,1239.5,25.3,1,150039.7
rice,9.2,Kaduna,sandy,866.0,25.8,1,28448.5
maize,1.09,Lagos,sandy,606.8,27.3,1,1985.3
maize,3.75,Plateau,clay,875.3,23.5,0,7696.8
rice,1.81,Benue,loamy,1705.1,29.6,1,6138.6
yam,4.74,Kaduna,sandy,776.2,24.7,1,39091.0
yam,5.25,Benue,sandy,522.8,29.1,0,31781.8
pepper,8.07,Kano,loamy,1345.0,26.4,1,95304.5
cowpea,9.15,Kano,loamy,1079.4,27.2,1,14020.2
cassava,7.49,Kaduna,sandy,509.4,23.2,1,57119.8
rice,7.32,Oyo,loamy,1331.7,27.4,1,38624.5
tomato,0.57,Benue,silty,200.0,25.6,1,7204.8
cowpea,9.83,Benue,sandy,1003.9,23.8,1,9981.6
yam,2.95,Rivers,silty,913.0,25.2,1,37144.1
tomato,1.03,Kano,silty,1227.8,32.7,1,14896.7
pepper,8.11,Plateau,sandy,918.0,28.9,1,64165.1
tomato,1.28,Plateau,loamy,1475.6,25.4,1,25254.3
pepper,5.66,Benue,silty,1191.0,24.6,1,51157.4
maize,2.23,Benue,clay,1181.8,25.1,1,5774.9
tomato,9.85,Plateau,clay,825.3,29.0,0,89709.0
cowpea,3.41,Kaduna,loamy,1387.3,26.9,0,4041.6
maize,3.64,Rivers,silty,1123.4,29.7,0,9006.0
cassava,6.54,Benue,silty,880.0,26.2,1,75959.6
tomato,6.96,Oyo,silty,832.6,26.4,1,109199.7
maize,0.8,Rivers,clay,1515.5,27.8,1,2038.9
cowpea,7.83,Kaduna,silty,1229.6,28.5,0,9701.9
pepper,9.7,Rivers,loamy,409.2,30.3,1,59897.5
cassava,9.62,Benue,clay,587.0,29.2,1,92892.9
yam,3.75,Kaduna,loamy,1313.3,28.6,1,45181.1
maize,7.77,Plateau,loamy,1345.3,28.2,0,18488.2
yam,2.52,Bauchi,loamy,1292.9,25.0,1,27609.9
maize,8.14,Oyo,silty,1428.3,27.0,1,25833.3
pepper,8.73,Bauchi,sandy,1608.0,28.6,0,47000.0
rice,1.72,Kano,clay,1232.1,27.8,1,6312.6
tomato,7.12,Lagos,clay,830.6,23.5,1,86513.2
rice,6.14,Kaduna,clay,1693.7,23.5,1,17595.3
cowpea,8.61,Benue,loamy,314.3,25.8,1,11041.3
yam,5.18,Rivers,sandy,1544.0,30.6,1,41431.4
tomato,6.09,Bauchi,loamy,1359.3,27.6,1,130342.1
maize,1.51,Kano,silty,2156.6,26.7,0,2562.0
yam,4.75,Lagos,silty,1493.9,28.1,0,42007.6
yam,9.67,Kaduna,silty,1003.1,24.4,1,94176.7
rice,7.44,Lagos,silty,730.1,29.2,1,27159.8
yam,2.45,Kano,clay,815.4,27.9,1,22596.7
tomato,4.57,Oyo,clay,808.7,24.2,1,56743.6
yam,6.04,Oyo,loamy,1068.1,26.7,0,63375.0
yam,7.17,Kaduna,clay,1048.7,27.4,0,65251.1
rice,7.41,Oyo,silty,1447.9,32.2,0,21690.0
yam,5.63,Kano,silty,1474.2,26.6,1,65155.7
tomato,1.53,Rivers,clay,1761.4,25.3,1,21172.6
pepper,4.33,Lagos,clay,1407.6,24.1,0,27372.8
cassava,0.81,Rivers,sandy,1915.0,25.0,1,7263.8
rice,9.27,Bauchi,sandy,1419.6,28.0,0,21194.7
cassava,1.03,Kano,sandy,1104.5,27.4,0,9227.9
cassava,2.02,Plateau,sandy,462.0,29.4,1,15200.9
pepper,9.72,Kaduna,sandy,2500.0,28.8,0,32551.2
pepper,2.94,Bauchi,loamy,1191.4,26.9,1,33061.5
tomato,1.36,Rivers,sandy,1588.6,24.5,1,14809.0
tomato,8.94,Rivers,silty,1080.4,25.5,1,149690.2
yam,8.09,Benue,silty,1215.9,25.5,0,69674.4
pepper,2.18,Plateau,silty,1120.0,25.2,1,19780.3
rice,2.16,Kano,sandy,1199.0,28.3,1,8206.6
cassava,4.21,Benue,loamy,933.1,25.0,1,42802.8
maize,2.08,Kano,loamy,1203.6,25.7,1,7120.7
cowpea,3.23,Oyo,silty,1095.0,24.3,0,3488.0
pepper,2.55,Kano,clay,1434.6,26.4,1,22309.9
cassava,9.08,Kaduna,sandy,1045.9,29.6,1,96888.7
cowpea,1.12,Lagos,sandy,1376.3,32.2,0,948.4
rice,6.26,Plateau,silty,1754.3,27.6,1,22042.9
pepper,5.9,Rivers,loamy,956.2,28.4,1,56128.9
cowpea,4.2,Benue,clay,1520.3,25.8,1,4748.5
tomato,3.46,Oyo,silty,1105.7,24.8,1,41975.3
pepper,5.87,Rivers,clay,1634.8,27.9,1,53501.7
yam,3.14,Kaduna,loamy,1150.1,28.7,1,46993.6
tomato,7.01,Oyo,loamy,942.8,26.4,1,154266.9
maize,4.38,Kaduna,sandy,937.2,27.9,1,11561.2
tomato,1.4,Bauchi,silty,1786.2,25.6,1,18948.8
rice,6.68,Oyo,clay,1321.7,24.8,0,19397.0
cassava,7.13,Kano,loamy,1085.0,31.5,1,84639.9
maize,4.92,Lagos,sandy,936.6,19.6,1,6698.5
cassava,6.51,Bauchi,clay,714.2,28.4,1,70806.5
